y_true,y_pred
33.46323,33.651306
20.70358,20.455273
32.574722,32.443504
37.211525,37.775536
18.245989,18.633108
22.235659,22.751425
41.78639,41.11832
36.780575,36.578857
13.767969,13.377249
8.347805,8.341696
27.211521,27.530306
28.230743,28.719635
14.329806,14.539373
38.740025,38.61473
37.99197,37.55017
29.069681,29.504385
16.807634,16.580797
39.07157,39.771355
15.655799,15.584337
19.848862,19.486559
16.407051,16.401186
8.223059,8.566814
16.319069,16.47434
9.385058,9.600375
38.79952,38.450027
19.697784,19.827757
11.859752,11.482315
41.63656,41.859886
19.171066,19.5351
15.685235,15.579597
27.750439,27.681284
35.490227,35.393494
31.634848,31.35592
29.208576,29.518805
14.553435,14.642242
18.014471,18.620417
21.399885,21.323006
28.131247,28.719633
8.2462435,8.707423
8.9061775,8.341696
33.385117,33.79212
41.993923,41.118317
12.16326,12.686433
33.590393,33.76374
13.497539,13.609104
9.956095,9.558095
33.54613,33.853104
18.643936,18.653185
28.438879,28.579277
40.34688,40.503235
12.84986,12.325903
21.650608,21.082825
24.358152,24.535297
27.991938,27.65777
13.441806,13.540199
21.053646,21.092531
34.345715,34.463505
29.791185,29.70981
14.907083,14.566271
19.624527,19.60311
27.922533,27.530306
21.44779,21.265867
31.901682,31.434872
24.374998,24.467924
32.5666,32.414566
40.10124,40.503235
24.097387,24.636343
30.704514,30.381647
29.40488,29.70964
16.563734,16.270117
38.50817,38.45697
31.841463,31.332205
22.474598,22.740767
35.494152,35.474022
8.89929,8.535933
28.165112,28.858656
38.681114,38.497513
37.73504,37.812794
10.07687,10.570337
31.975119,31.439632
20.030317,20.36947
37.242035,37.722633
8.337726,8.516333
17.210796,17.275248
11.412496,11.415825
18.183432,18.547337
25.592442,25.58253
24.49389,24.647694
23.673847,23.778452
16.871563,16.491158
41.110043,41.47494
31.542421,31.085587
37.238964,37.791275
41.005424,41.587532
26.53871,26.514284
29.361607,29.70981
31.814007,31.594084
34.901375,34.49401
14.131311,14.566271
18.285378,18.422386
24.425486,24.412899
22.66835,22.939325
36.203503,36.873833
40.695843,40.23186
33.756824,33.678238
28.045305,28.858656
22.619946,22.624384
20.170927,20.305668
40.053703,40.485176
19.569973,19.486559
30.627413,30.373024
17.347862,17.401728
19.34048,19.603107
34.710747,34.57299
32.99819,32.033688
14.531585,14.420964
13.841072,13.367493
31.782005,31.594084
12.589173,12.420513
8.611642,8.566814
17.048267,17.509914
12.261196,12.420513
34.483234,34.66833
18.374882,18.53755
37.31696,37.673054
33.06187,33.853104
34.71501,34.540405
13.738282,13.442453
13.868859,13.558729
8.293177,8.516333
26.131643,26.245897
32.79743,32.033688
13.7120905,13.442453
23.205553,23.546892
21.98043,21.082825
33.85629,33.79212
29.968048,29.63455
36.936775,36.85988
34.959244,34.486534
39.349976,39.649673
17.7741,17.44732
13.950106,13.548991
34.794075,34.492306
31.873632,31.380054
21.410246,21.30181
9.351753,9.304609
21.549065,21.30181
39.231068,39.60537
36.15306,36.93512
40.737682,40.64285
22.630491,22.553762
10.269612,10.389344
29.99854,29.520891
32.384,32.192726
10.54562,10.286597
27.547308,27.663843
20.60501,20.498043
26.317272,26.264967
12.5719385,12.660601
36.436035,36.685684
10.952679,10.644331
15.554555,15.584337
31.624146,31.317907
40.81308,40.426094
12.881249,12.5156
30.408579,30.373022
21.599125,21.534817
11.770508,11.287222
36.25242,36.578854
24.116055,24.65727
37.590485,37.47893
17.566927,17.242735
32.24976,32.443504
8.350994,8.516334
19.069191,19.622503
13.897781,13.351247
22.404415,22.783693
36.08952,36.844826
37.15125,37.589832
14.989924,14.249737
34.741024,34.570145
8.422647,8.432842
16.805157,16.442041
40.809917,40.344173
12.665375,12.635042
32.32415,32.226776
19.864845,19.549223
11.954343,11.418907
23.632067,23.547262
23.975525,23.674736
25.794203,25.435568
40.334747,40.24862
22.347654,22.939325
34.86133,34.570145
17.938795,17.334463
41.139053,41.47494
37.919983,37.791275
24.09497,24.535297
11.40295,11.602836
23.00693,23.473104
36.420376,36.85988
29.070566,29.432922
14.418712,14.566271
31.70933,31.35592
37.994965,37.85415
27.052305,27.65777
18.460184,18.704786
10.64416,10.570337
13.719421,13.367493
19.741915,19.643858
35.06844,35.582493
36.0131,36.844826
16.687967,16.575161
33.869087,33.79212
13.627265,13.377249
34.27217,34.49321
33.342148,33.452995
36.63027,36.873833
22.212734,22.80966
9.409723,9.558094
13.880525,13.351247
22.751698,22.841795
10.149455,10.570337
41.294598,41.0191
28.251083,28.534307
25.029234,25.462831
29.27793,29.779339
24.3781,24.756155
13.928957,13.540199
32.687843,32.351685
18.923761,18.670021
28.5158,28.858656
27.772736,27.83692
24.21649,24.57387
16.902908,16.553385
9.696972,9.425585
36.778618,36.77829
33.059334,33.580124
15.552385,15.474815
40.510292,40.635254
16.905416,16.580479
23.539238,23.547264
32.74321,32.351685
26.435896,26.35739
36.670204,36.844826
37.86799,37.55719
38.46731,38.665565
12.466702,12.5156
33.670624,33.737377
26.817392,26.298983
20.503262,20.36947
37.997112,37.55017
25.661886,25.45812
33.382523,33.71534
9.140974,9.558094
13.071193,13.498171
39.433094,39.375122
27.6134,27.840797
8.377161,8.432842
18.474224,18.704786
31.715147,31.536276
21.091997,21.082827
41.193962,41.374474
22.004513,22.553762
9.131051,9.425584
15.748383,15.579597
23.103039,23.66276
28.132765,28.61431
15.183317,15.633198
24.423597,24.551502
30.639645,30.639671
35.792393,35.389374
31.828663,31.303856
26.631784,26.245897
14.223237,14.56712
22.30141,22.793554
38.981636,38.497513
34.38745,34.61399
8.54892,8.491993
23.372147,23.674736
22.65087,22.841795
25.080967,25.372728
30.992594,30.671244
21.165169,21.34838
27.469799,27.653303
18.359118,18.634281
31.67677,31.439632
37.527573,37.558807
33.701923,33.71534
8.818394,8.5136175
35.159878,35.582497
36.83746,36.93512
27.414059,27.65777
36.166817,36.74431
9.995212,9.304609
22.367973,22.624384
26.532211,26.35739
31.214996,31.437681
9.011145,9.304609
15.001714,15.352983
33.926243,33.798927
33.942204,33.737377
39.651707,39.771355
24.135263,24.40115
27.766047,27.945013
36.536385,36.844822
30.878733,30.499464
35.757637,35.5466
24.678293,24.561052
13.233228,13.367493
40.83637,40.744335
34.26891,34.570145
23.764118,23.662762
33.076283,33.71534
26.152378,26.262484
28.765362,28.583694
21.777655,21.265867
13.362992,13.573116
32.41075,32.226776
26.209116,26.491344
41.06419,41.859882
30.935442,30.499464
40.559803,40.728157
31.360989,31.35592
31.539185,31.380054
17.597418,17.275248
28.756857,28.858656
23.2878,23.546951
28.35969,28.596008
28.975628,28.64768
22.932432,22.624384
20.507391,20.180672
26.037066,26.233967
15.888009,15.589963
33.244972,33.71534
30.395424,30.66279
35.598583,35.54238
34.61554,34.522358
23.840885,23.658998
11.795965,11.325697
25.06793,25.331396
21.136398,21.092535
40.430836,40.543552
30.553005,30.662792
19.687155,19.4639
27.716545,27.8653
11.500509,11.482315
38.004467,38.665565
39.314274,39.771355
38.642586,38.48325
11.167223,11.315695
14.790247,14.288311
34.340164,34.57299
24.182436,24.467924
41.229103,41.474945
29.447565,29.53639
23.173061,23.752316
14.921961,14.603378
29.389532,29.70964
25.597767,25.58253
23.444895,23.658998
13.10757,13.442453
28.421701,28.719633
26.709105,26.31645
36.3194,36.685684
19.092464,19.60311
30.457455,30.374212
23.559872,23.608294
25.25984,25.59315
40.841988,40.66959
14.250924,14.566271
29.46576,29.709642
10.558907,10.644331
8.074196,8.341696
31.30438,31.519503
38.07498,38.504936
37.191704,37.80072
35.19351,35.423557
21.325047,21.21652
26.953957,26.262486
12.537942,12.5156
16.163664,16.335629
23.513842,23.51338
41.805023,41.63251
14.617023,14.494752
17.540775,17.502499
19.08616,19.509783
20.970497,20.352345
29.82545,29.63455
41.942875,41.722168
38.59967,38.49751
14.073852,14.5379715
35.55722,35.36348
18.140724,18.57784
15.308288,15.364065
8.63129,8.491993
39.91879,39.453995
40.532032,40.503235
20.383883,20.474277
14.209746,14.288311
27.375792,27.813753
35.979214,35.447563
16.49747,16.52358
30.066856,30.5049
8.026152,8.241503
16.237623,16.43857
12.520559,12.722058
9.428974,9.427242
15.5584,15.364064
16.698635,16.479877
31.797018,31.434874
34.852276,34.57299
31.108768,31.600607
37.705936,37.72263
36.573605,36.889587
26.590668,26.514284
19.977457,19.4639
23.36016,23.778452
16.45817,16.377554
17.399137,17.261253
21.97787,21.21652
40.664825,40.23186
22.548176,22.7846
21.709894,21.21652
28.546846,28.763544
40.985306,40.485176
17.64593,17.40173
12.397824,12.647734
18.554007,18.75403
40.90488,40.24862
12.586207,12.660601
40.344738,40.64285
28.564295,28.719633
14.273643,14.393783
27.164968,27.64639
8.376708,8.707423
21.537275,21.30181
40.25334,40.635254
27.835835,27.945013
14.430889,14.539373
20.816483,20.35874
38.895157,38.86707
30.348345,30.439121
27.991583,27.534403
34.89827,34.463505
16.430244,16.377554
33.55085,33.853104
37.415485,37.66481
26.903248,26.298983
32.14393,32.44351
28.771112,28.763544
39.156395,39.34507
8.420148,8.533764
16.400007,16.331318
13.870664,13.420033
40.215923,40.635254
38.437237,38.665565
11.251952,11.313351
28.506166,28.599047
41.185642,41.060677
10.877685,10.286596
21.683332,21.223858
8.150247,8.351986
17.846157,17.44732
30.18063,30.590597
39.61817,39.681763
36.562576,36.74431
40.523857,40.344173
33.2005,33.614834
36.99884,36.811348
32.857033,32.25625
10.404377,10.516071
12.019098,12.635042
25.56393,25.372728
24.85401,24.703533
38.638535,38.48325
23.982628,23.473104
28.108849,28.737936
22.782476,22.624384
36.31599,36.93512
18.10217,18.653187
18.09295,18.57784
19.203222,19.228798
9.890781,9.545557
15.940096,15.533016
9.0533285,9.487774
41.77309,41.11832
28.69346,28.61431
29.161098,29.437214
26.995777,26.463636
21.623077,21.19135
39.965614,39.771355
39.321377,39.375122
30.06719,30.590597
21.67814,21.156683
37.89779,37.589832
24.111174,24.535297
16.364166,16.348011
23.251377,23.608294
21.907366,21.30181
22.640856,22.841795
41.257805,41.722168
33.761654,33.61262
36.88552,36.685684
18.527082,18.422384
24.685585,24.434454
32.167923,32.171066
15.668303,15.68223
30.326048,30.499468
30.45619,30.373022
36.914288,36.93512
8.432913,8.432842
24.666527,24.412897
29.840363,29.518805
24.875187,24.535297
10.111735,10.355902
10.929474,10.464693
33.901035,33.79212
40.843937,40.561848
31.630333,31.332205
33.30317,33.651306
28.319088,28.858656
28.086735,28.64768
24.465494,24.647692
23.627142,23.547262
18.14118,18.634281
35.552414,35.423557
17.352097,17.39391
17.74478,17.509914
8.002905,8.491993
24.774998,24.636343
23.09367,23.608294
22.143415,22.624384
34.331875,34.52236
41.53913,41.722168
31.52216,31.317907
22.060322,22.624384
34.43133,34.540405
10.4239435,10.286596
29.415749,29.432922
37.01329,37.66481
11.054166,11.36821
40.67446,40.728153
37.371853,37.70781
19.801851,19.622503
19.956959,19.643858
41.03442,41.060677
28.570631,28.737936
26.98371,26.35739
25.302038,25.213007
19.774769,19.467575
32.78327,32.297092
18.912672,18.547337
16.85945,16.580479
21.341621,21.19135
16.461796,16.348011
39.342068,39.454006
29.984823,29.674038
8.091557,8.341696
8.384469,8.466268
38.336864,38.61614
32.372032,32.192726
38.35481,38.798553
26.345592,26.245897
41.811676,41.019096
28.543037,28.51533
13.086784,13.367493
35.345245,35.43578
31.153069,31.317907
21.009045,21.255848
34.084126,34.486534
16.110611,16.52358
39.12151,39.34507
26.85922,26.243792
29.363628,29.709808
30.44243,30.374214
26.376486,26.243792
21.319233,21.223858
28.674736,28.719633
11.078463,11.602835
17.604475,17.242735
32.115993,32.235764
37.476357,37.673058
19.646557,19.604788
12.493139,12.584924
39.70638,39.73075
41.505424,41.474945
16.964003,16.43857
25.106676,25.306223
38.600094,38.704082
24.570988,24.438591
32.474365,32.443504
26.985231,26.233969
28.283749,28.737936
41.287632,41.60447
28.382498,28.46457
11.150318,11.239123
37.432194,37.55017
11.123767,11.583924
35.565735,35.38161
11.408839,11.287222
26.261871,26.555529
19.509113,19.376143
19.658947,19.636196
16.19294,16.270117
11.788905,11.150259
9.099851,9.539392
35.156494,35.474026
12.9891615,12.660601
15.68027,15.68223
31.056099,31.303854
24.23184,24.412899
20.354187,20.515846
18.07304,18.68843
37.36047,37.85415
39.230152,39.503952
10.717561,10.462387
17.835365,17.44732
35.977726,35.43578
19.524588,19.622503
27.60369,27.589224
37.797573,37.47893
35.33282,35.393494
12.497198,12.584924
14.113267,14.494752
31.906183,31.594086
20.781515,20.455273
20.35227,20.180672
12.687509,12.447003
10.504863,10.39053
18.241034,18.510736
20.71499,20.350985
38.845345,38.49751
15.346782,15.356098
25.575844,25.435568
19.2419,19.636196
21.374605,21.34838
21.471704,21.34838
22.755072,22.7846
20.612795,20.180672
32.851757,32.21702
29.997297,29.549288
17.043385,17.40173
29.210707,29.415442
12.103223,12.59194
27.945816,27.653303
12.021031,12.591939
9.995877,9.382028
29.729214,29.504385
20.40444,20.350985
28.68254,28.534307
13.374706,13.671125
34.091347,34.570145
33.73719,33.71534
23.894691,23.778452
20.466715,20.352345
27.532255,27.530306
40.951977,40.561848
9.684325,9.564977
22.633022,22.624384
37.34337,37.589832
19.859774,19.603107
39.771122,39.375122
16.764845,16.68427
41.370403,41.541466
40.361855,40.66959
18.846775,18.67741
40.729908,40.24862
31.578516,31.35592
15.654387,15.68223
12.228094,12.647734
29.441137,29.415442
32.424454,32.171066
21.235847,21.19135
25.999346,25.213007
38.134712,38.503986
33.91103,33.614834
41.331932,41.446796
37.476498,37.7078
35.00287,35.318314
13.079874,13.382096
28.962055,28.496267
18.706509,18.67741
20.91613,20.483084
40.963253,40.728153
11.486664,11.438845
36.57212,36.578854
26.419867,26.29801
23.219929,23.608294
23.262932,23.546892
33.76416,33.61262
8.545205,8.513618
20.012861,20.344734
20.443064,20.369469
8.923886,8.516333
40.466354,40.23405
10.306952,10.409683
31.099285,31.456327
22.387455,22.789055
18.745134,18.547337
19.793274,19.636196
27.450775,27.8653
12.384251,12.536068
18.275553,18.688429
16.340029,16.401186
18.458086,18.858541
17.021841,17.494394
40.93339,40.54355
15.269001,15.364065
31.609484,31.594086
27.839838,27.8653
32.571186,32.463547
27.470764,27.530306
33.788025,33.701725
29.665651,29.70964
21.527227,21.082827
36.81882,36.685684
27.745039,27.681284
19.223322,19.580256
26.826786,26.245897
37.95763,37.673054
24.82647,24.405476
23.640205,23.473104
40.46475,40.24862
31.346603,31.085587
34.24789,34.717415
41.78989,41.859882
36.817207,36.77829
26.43007,26.35739
37.088314,37.722633
27.164507,27.530306
8.868136,8.566814
22.704546,22.553762
15.378471,15.6332
31.46691,31.332205
31.7525,31.380054
34.728554,34.570145
15.151333,15.52718
17.829258,17.242735
14.325472,14.603378
39.33302,39.375122
16.162485,16.68427
35.726223,35.423557
20.78611,20.474277
30.193188,30.644587
13.621489,13.540199
39.22717,39.37512
39.72377,39.474075
15.610369,15.533016
37.49385,37.66481
9.58896,9.545557
31.324358,31.456327
27.557877,27.615974
31.417154,31.600609
10.218795,10.409684
14.422562,14.407434
25.553034,25.524763
12.702204,12.635042
24.817896,24.434454
28.558098,28.64768
13.077928,13.420033
8.3091545,8.491993
19.26758,19.376143
37.3086,37.812794
36.6532,36.93512
12.312483,12.722057
9.9576845,9.539392
19.002653,19.60311
31.450691,31.519503
10.360962,10.286596
40.61954,40.24862
9.0014515,9.314889
34.81248,34.595512
15.257099,15.633198
14.266372,14.56712
41.75844,41.475258
39.06277,39.50395
23.279612,23.473104
15.423694,15.552238
22.081694,22.789057
31.794676,31.555233
40.468014,40.642853
39.571712,39.635086
8.961423,8.341696
8.117267,8.241503
20.291212,20.245493
20.867373,20.498045
19.391975,19.636196
13.761834,13.671125
35.06906,35.474022
29.425934,29.443813
32.74949,32.297092
29.770649,29.674036
32.749435,32.25625
38.525433,38.48325
8.629089,8.622637
24.090256,24.43859
25.215546,25.213007
23.417065,23.546951
20.622509,20.350985
36.62315,36.793983
36.233818,36.578854
36.654167,36.793983
32.02401,32.414566
35.36491,35.433678
29.565954,29.194048
38.023296,38.720963
40.159386,40.576363
17.612633,17.44732
17.087036,17.509914
24.513842,24.405478
15.101437,15.584337
39.46059,39.681763
31.765415,31.519503
31.099298,31.519503
36.51386,37.04226
36.63186,36.889587
34.846176,34.463505
28.357231,28.739988
22.526478,22.841795
33.163155,33.79212
35.671497,35.582493
37.470364,37.620728
31.87481,31.380054
12.859364,12.558994
34.35264,34.45002
18.08436,18.633108
12.480795,12.686199
41.162228,41.859886
38.3684,38.665565
12.445918,12.325903
32.432434,32.331406
31.932219,31.519503
35.389774,35.393494
30.458118,30.499464
19.204506,19.4639
27.121086,27.65777
15.7512665,15.682229
8.138848,8.351986
14.203385,14.5379715
22.855871,22.841795
12.674003,12.660601
35.765095,35.433678
31.908766,31.555235
39.927593,39.452057
13.86925,13.573116
